# Source: https://andersonbioinfo.github.io/SurfSeq_Gene_coverage/
# Repo: https://github.com/andersonbioinfo/SurfSeq_Gene_coverage  commit 9ef3f77e31f998947672920e86f1e091fcfce5f5 (2025-07-26)
# Column: percentage of each gene's coding region covered by the SurfSeq panel design
gene	pct_coding_covered
EEF1A2	100
EEF1AKMT1	100
EEF1AKMT2	100
EEF1AKMT3	100
EEF1AKMT4	100
EEF1AKMT4-ECE2	100
EEF1B2	100
EEF1D	100
EEF1E1	100
EEF1G	100
EEF2	100
EEF2K	100
EEF2KMT	100
EEFSEC	100
EEPD1	88.8889
EFCAB10	100
EFCAB11	100
EFCAB12	100
EFCAB13	100
EFCAB14	100
EFCAB2	100
EFCAB3	100
EFCAB5	100
EFCAB6	100
EFCAB7	100
EFCAB8	100
EFCAB9	100
EFCC1	100
EFEMP1	100
EFEMP2	100
EFHB	100
EFHC1	100
EFHC2	100
EFHD1	100
EFHD2	99.7727
EFL1	100
EFNA1	100
EFNA2	98.9643
EFNA3	100
EFNA4	100
EFNA5	100
EFNB1	100
EFNB2	100
EFNB3	100
EFR3A	100
EFR3B	100
EFS	100
EFTUD2	100
EGF	100
EGFL6	100
EGFL7	100
EGFL8	100
EGFLAM	100
EGFR	100
EGLN1	99.9192
EGLN2	100
EGLN3	100
EGR1	100
EGR2	100
EGR3	100
EGR4	100
EHBP1	100
EHBP1L1	99.809
EHD1	100
EHD2	100
EHD3	100
EHD4	100
EHF	100
EHHADH	100
EHMT1	97.6984
EHMT2	98.3673
EI24	100
EID2	98.706
EID2B	100
EIF1	100
EIF1AD	100
EIF1AX	100
EIF1AY	40
EIF1B	100
EIF2A	100
EIF2AK1	100
EIF2AK2	100
EIF2AK3	100
EIF2AK4	100
EIF2B1	100
EIF2B2	100
EIF2B3	100
EIF2B4	100
EIF2B5	100
EIF2D	100
EIF2S1	100
EIF2S2	100
EIF2S3	100
EIF2S3B	100
EIF3A	100
EIF3B	99.8671
EIF3C	9.52381
EIF3CL	7.82939
EIF3D	100
EIF3E	100
EIF3F	100
EIF3G	100
EIF3H	100
EIF3I	100
EIF3J	100
EIF3K	100
EIF3L	100
EIF3M	100
EIF4A1	100
EIF4A2	100
EIF4A3	100
EIF4B	100
EIF4E	100
EIF4E1B	100
EIF4E2	100
EIF4E3	93.4006
EIF4EBP1	100
EIF4EBP2	100
EIF4ENIF1	100
EIF4G1	100
EIF4G2	100
EIF4G3	99.4674
EIF4H	100
EIF5	100
EIF5A	100
EIF5A2	100
EIF5AL1	100
EIF5B	100
EIF6	100
EIPR1	100
ELAC1	100
ELAC2	100
ELANE	100
ELAPOR1	100
ELAPOR2	99.2455
ELAVL1	100
ELAVL2	100
ELAVL3	100
ELAVL4	100
ELF1	100
ELF2	100
ELF3	100
ELF4	100
ELF5	100
ELFN1	100
ELFN2	100
ELK1	100
ELK3	100
ELK4	100
ELL	100
ELL2	100
ELL3	100
ELMO1	100
ELMO2	100
ELMO3	100
ELMOD1	100
ELMOD2	100
ELMOD3	100
ELN	100
ELOA	100
ELOB	100
ELOC	100
ELOF1	100
ELOVL1	100
ELOVL2	100
ELOVL3	100
ELOVL4	99.9134
ELOVL5	100
ELOVL6	100
ELOVL7	100
ELP1	100
ELP2	100
ELP3	100
ELP4	100
ELP5	100
ELP6	100
ELSPBP1	100
EMB	100
EMC1	100
EMC10	100
EMC2	100
EMC3	100
EMC4	100
EMC6	100
EMC7	100
EMC8	100
EMC9	100
EMCN	100
EMD	100
EME1	100
EME2	100
EMG1	100
EMID1	100
EMILIN1	100
EMILIN2	97.5954
EMILIN3	95.988
EML1	100
EML2	100
EML3	100
EML4	100
EML5	100
EML6	100
EMP1	100
EMP2	100
EMP3	100
EMSY	100
EMX1	100
EMX2	99.8522
EN1	96.2413
EN2	99.3723
ENAH	99.4557
ENAM	100
ENC1	100
ENDOD1	100
ENDOG	97.4349
ENDOU	100
ENDOV	100
ENG	100
ENGASE	99.5616
ENHO	100
ENKD1	100
ENKUR	100
ENO1	100
ENO2	100
ENO3	100
ENO4	100
ENOPH1	100
ENOSF1	100
ENOX1	100
ENOX2	100
ENPEP	100
ENPP1	99.15
ENPP2	100
ENPP3	94.929
ENPP4	100
ENPP5	100
ENPP6	100
ENPP7	100
ENSA	100
ENTHD1	100
ENTPD1	100
ENTPD2	100
ENTPD3	100
ENTPD4	100
ENTPD5	100
ENTPD6	100
ENTPD7	100
ENTPD8	100
ENTR1	100
ENTREP1	97.0048
ENTREP2	99.5015
ENTREP3	99.5294
ENY2	100
EOGT	99.2249
EOLA1	93.4305
EOLA2	100
EOMES	100
EP300	100
EP400	100
EPAS1	100
EPB41	100
EPB41L1	100
EPB41L2	100
EPB41L3	100
EPB41L4A	100
EPB41L4B	98.9052
EPB41L5	100
EPB42	100
EPC1	100
EPC2	100
EPCAM	100
EPDR1	100
EPG5	100
EPGN	100
EPHA1	100
EPHA10	99.6825
EPHA2	100
EPHA3	100
EPHA4	100
EPHA5	100
EPHA6	100
EPHA7	100
EPHA8	94.7434
EPHB1	100
EPHB2	99.7869
EPHB3	99.0678
EPHB4	100
EPHB6	100
EPHX1	100
EPHX2	100
EPHX3	100
EPHX4	100
EPM2A	98.0288
EPM2AIP1	100
EPN1	100
EPN2	100
EPN3	99.7948
EPO	100
EPOP	100
EPOR	100
EPPIN-WFDC6	100
EPPK1	84.2111
EPRS1	100
EPS15	100
EPS15L1	100
EPS8	100
EPS8L1	100
EPS8L2	100
EPS8L3	100
EPSTI1	100
EPX	100
EPYC	100
EQTN	100
ERAL1	100
ERAP1	100
ERAP2	100
ERAS	100
ERBB2	100
ERBB3	100
ERBB4	100
ERBIN	100
ERC1	100
ERC2	100
ERCC1	100
ERCC2	100
ERCC3	100
ERCC4	100
ERCC6	100
ERCC6L2	100
ERCC8	100
EREG	100
ERF	100
ERFE	90.3714
ERG	100
ERG28	100
ERGIC1	100
ERGIC2	100
ERGIC3	100
ERH	100
ERI1	100
ERI2	100
ERI3	100
ERICH1	96.6451
ERICH2	99.7958
ERICH3	100
ERICH4	100
ERICH5	100
ERICH6	100
ERICH6B	100
ERLIN1	100
ERLIN2	100
ERMAP	100
ERMARD	100
ERMN	100
ERMP1	100
ERN1	99.9592
ERN2	100
ERO1A	100
ERO1B	100
ERP27	100
ERP29	100
ERP44	100
ERRFI1	100
ERV3-1-ZNF117	100
ERVH48-1	100
ERVK3-1	100
ERVMER34-1	100
ERVV-1	95.6764
ERVV-2	96.7413
ERVW-1	100
ESAM	100
ESCO1	100
ESCO2	100
ESD	100
ESF1	100
ESM1	100
ESPL1	100
ESPN	95.6603
ESPNL	100
ESR1	100
ESR2	100
ESRP1	100
ESRP2	100
ESRRA	100
ESRRB	100
ESRRG	100
ESS2	100
ESX1	100
ESYT1	100
ESYT2	99.2148
ESYT3	100
ETAA1	100
ETDA	95.1111
ETDB	91.2222
ETF1	100
ETFA	100
ETFB	100
ETFBKMT	100
ETFDH	100
ETFRF1	100
ETHE1	100
ETNK1	100
ETNK2	100
ETNPPL	100
ETS1	100
ETS2	99.9636
ETV1	100
ETV2	100
ETV3	100
ETV3L	100
ETV4	100
ETV5	100
ETV6	100
ETV7	100
EVA1A	100
EVA1B	100
EVA1C	100
EVC	97.6012
EVC2	100
EVI5	100
EVI5L	100
EVL	100
EVPL	100
EVPLL	99.825
EVX1	100
EVX2	97.4226
EWSR1	100
EXD1	100
EXD2	100
EXD3	100
EXO1	100
EXO5	100
EXOC1	100
EXOC1L	100
EXOC2	100
EXOC3	100
EXOC3L1	100
EXOC3L2	98.6808
EXOC3L4	100
EXOC4	100
EXOC5	100
EXOC6	100
EXOC6B	100
EXOC7	100
EXOC8	100
EXOG	100
EXOSC1	100
EXOSC10	100
EXOSC2	100
EXOSC3	100
EXOSC4	100
EXOSC5	100
EXOSC6	76.044
EXOSC7	100
EXOSC8	100
EXOSC9	100
EXPH5	100
EXT1	100
EXT2	100
EXTL1	100
EXTL2	100
EXTL3	100
EYA1	100
EYA2	100
EYA3	100
EYA4	100
EYS	95.5376
EZH1	100
EZH2	99.6037
EZHIP	100
EZR	100
F10	100
F11	100
F11R	100
F12	100
F13A1	100
F13B	100
F2	100
F2R	100
F2RL1	100
F2RL3	100
F3	100
F5	100
F7	100
F8	74.8327
F8A2	0
F8A3	0
F9	100
FA2H	100
FAAH	100
FAAH2	100
FAAP100	99.9461
FAAP20	97.043
FAAP24	100
FABP1	100
FABP12	100
FABP2	100
FABP3	100
FABP4	100
FABP5	100
FABP6	100
FABP7	100
FABP9	100
FADD	99.1958
FADS1	100
FADS2	100
FADS3	100
FADS6	100
FAF1	100
FAF2	100
FAH	100
FAHD1	100
FAHD2A	100
FAHD2B	100
FAIM	100
FAIM2	100
FAM102A	100
FAM102B	100
FAM104A	100
FAM104B	100
FAM107A	100
FAM107B	100
FAM110A	100
FAM110B	100
FAM110C	100
FAM110D	97.9902
FAM111A	100
FAM111B	100
FAM114A1	100
FAM114A2	100
FAM117A	97.1921
FAM117B	97.0507
FAM118A	99.4665
FAM118B	100
FAM120A	94.7368
FAM120AOS	100
FAM120B	100
FAM120C	99.9857
FAM124A	100
FAM124B	100
FAM126A	100
FAM126B	100
FAM131A	100
FAM131B	99.8384
FAM131C	94.2857
FAM133A	100
FAM133B	100
FAM135A	100
FAM135B	95.6522
FAM136A	100
FAM13A	100
FAM13B	100
FAM13C	100
FAM149A	100
FAM149B1	100
FAM151B	100
FAM153A	80.851
FAM153B	90.4762
FAM156A	0
FAM156B	0
FAM161A	100
FAM161B	100
FAM162A	100
FAM162B	100
FAM163A	100
FAM163B	100
FAM166A	100
FAM166B	100
FAM166C	100
FAM167A	100
FAM167B	100
FAM168A	100
FAM168B	100
FAM169A	100
FAM170A	100
FAM170B	100
FAM171A1	100
FAM171A2	97.3553
FAM171B	100
FAM172A	100
FAM174A	100
FAM174B	99.0698
FAM174C	94.395
FAM177A1	100
FAM177B	100
FAM178B	100
FAM180A	100
FAM180B	100
FAM181A	100
FAM181B	99.4379
FAM183A	100
FAM184A	100
FAM184B	100
FAM185A	99.7506
FAM186A	100
FAM186B	100
FAM187B	100
FAM193A	96.6991
FAM193B	98.3203
FAM199X	100
FAM200A	100
FAM200B	100
FAM204A	100
FAM205A	99.8975
FAM205C	100
FAM209A	100
FAM209B	100
FAM20A	100
FAM20B	100
FAM20C	99.8127
FAM210A	100
FAM210B	92.8315
FAM214A	100
FAM214B	100
FAM216A	100
FAM216B	100
FAM217A	100
FAM217B	97.5667
FAM219A	100
FAM219B	100
FAM220A	100
FAM221A	100
FAM221B	100
FAM222A	100
FAM222B	100
FAM227A	100
FAM227B	100
FAM228A	100
FAM228B	100
FAM229A	100
FAM229B	100
FAM234A	100
FAM234B	100
FAM237A	100
FAM237B	100
FAM240A	100
FAM240B	100
FAM240C	100
FAM241A	100
FAM241B	100
FAM24A	100
FAM24B	100
FAM25A	100
FAM25C	100
FAM25G	86.6667
FAM32A	100
FAM3A	100
FAM3B	100
FAM3C	100
FAM3D	100
FAM43A	100
FAM43B	96.6465
FAM47A	100
FAM47B	100
FAM47C	100
FAM47E	100
FAM47E-STBD1	100
FAM50A	100
FAM50B	100
FAM53A	100
FAM53B	100
FAM53C	100
FAM72A	96.4288
FAM72B	99.2308
FAM72C	55.5921
FAM72D	66.7132
FAM76A	100
FAM76B	100
FAM78A	100
FAM78B	100
FAM81A	100
FAM81B	100
FAM83A	100
FAM83B	100
FAM83C	100
FAM83D	100
FAM83E	99.9809
FAM83F	100
FAM83H	100
FAM86B1	77.9893
FAM86B2	50.4108
FAM89A	96.6323
FAM89B	94.7079
FAM8A1	100
FAM90A1	99.8684
FAM90A26	63.8047
FAM91A1	100
FAM98A	100
FAM98B	99.5123
FAM98C	100
FAM9A	100
FAM9B	100
FAM9C	100
FAN1	97.0588
FANCA	97.5
FANCB	100
FANCC	100
FANCD2	100
FANCD2OS	100
FANCE	99.9113
FANCF	100
FANCG	100
FANCI	100
FANCL	100
FANCM	100
FANK1	100
FAP	100
FAR1	100
FAR2	100
FARP1	100
FARP2	100
FARS2	100
FARSA	100
FARSB	100
FAS	100
FASLG	100
FASN	100
FASTK	100
FASTKD1	100
FASTKD2	100
FASTKD3	100
FAT1	100
FAT2	96.9615
FAT3	100
FAT4	100
FATE1	100
FAU	100
FAXC	100
FAXDC2	100
FBF1	100
FBH1	100
FBL	100
FBLIM1	99.6011
FBLL1	85.2736
FBLN1	99.3731
FBLN2	100
FBLN5	100
FBLN7	100
FBN1	100
FBN2	100
FBN3	100
FBP1	100
FBP2	100
FBRS	98.2197
FBRSL1	98.0712
FBXL12	100
FBXL13	99.9477
FBXL14	100
FBXL15	100
FBXL16	100
FBXL17	99.6742
FBXL18	98.6022
FBXL19	100
FBXL2	100
FBXL20	100
FBXL22	97.5627
FBXL3	100
FBXL4	100
FBXL5	100
FBXL6	99.6261
FBXL7	100
FBXL8	100
FBXO10	99.1964
FBXO11	99.8668
FBXO15	100
FBXO16	100
FBXO17	100
FBXO2	100
FBXO21	100
FBXO22	100
FBXO24	100
FBXO25	100
FBXO27	100
FBXO28	100
FBXO3	100
FBXO30	100
FBXO31	99.7255
FBXO32	100
FBXO33	98.823
FBXO34	100
FBXO36	100
FBXO38	100
FBXO39	100
FBXO4	100
FBXO40	100
FBXO41	100
FBXO42	100
FBXO43	100
FBXO44	100
FBXO45	94.6331
FBXO46	100
FBXO47	100
FBXO48	100
FBXO5	100
FBXO6	100
FBXO7	100
FBXO8	100
FBXO9	100
FBXW10	99.6285
FBXW10B	99.6754
FBXW11	100
FBXW12	100
FBXW2	100
FBXW4	100
FBXW5	100
FBXW7	100
FBXW8	100
FBXW9	100
FCAMR	100
FCAR	100
FCER1A	100
FCER1G	100
FCER2	100
FCF1	100
FCGBP	89.5764
FCGR2A	100
FCGR2B	70.6238
FCGR3A	100
FCGR3B	95.5349
FCGRT	100
FCHO1	100
FCHO2	100
FCHSD1	100
FCHSD2	100
FCMR	100
FCN1	100
FCN2	100
FCN3	100
FCRL1	100
FCRL2	100
FCRL3	100
FCRL4	100
FCRL5	100
FCRL6	100
FCRLA	100
FCRLB	100
FCSK	100
FDCSP	100
FDFT1	100
FDPS	100
FDX1	97.4865
FDX2	100
FDXACB1	100
FDXR	100
FECH	100
FEM1A	99.8308
FEM1B	100
FEM1C	100
FEN1	100
FER	100
FER1L5	100
FER1L6	100
FERD3L	100
FERMT1	100
FERMT2	100
FERMT3	100
FES	100
FETUB	100
FEV	99.9774
FEZ1	100
FEZ2	100
FEZF1	100
FEZF2	100
FFAR1	100
FFAR2	100
FFAR3	100
FFAR4	100
FGA	100
FGB	100
FGD1	99.9508
FGD2	100
FGD3	100
FGD4	100
FGD5	100
FGD6	100
FGF1	100
FGF10	100
FGF11	100
FGF12	100
FGF13	100
FGF14	100
FGF16	100
FGF17	100
FGF18	100
FGF19	100
FGF2	97.8625
FGF20	99.8834
FGF21	100
FGF22	100
FGF23	100
FGF3	99.6364
FGF4	98.3922
FGF5	100
FGF6	100
FGF8	86.6667
FGF9	100
FGFBP1	100
FGFBP2	100
FGFBP3	100
FGFR1	100
FGFR1OP2	100
FGFR2	100
FGFR3	100
FGFR4	100
FGFRL1	100
FGG	100
FGGY	100
FGL1	100
FGR	100
FH	100
FHAD1	100
FHDC1	100
FHIP1A	100
FHIP1B	99.9972
FHIP2A	100
FHIP2B	100
FHIT	100
FHL1	100
FHL2	100
FHL3	100
FHL5	100
FHOD1	100
FHOD3	100
FIBCD1	100
FIBIN	100
FIBP	100
FICD	100
FIG4	100
FIGLA	100
FIGN	100
FIGNL1	100
FIGNL2	98.4829
FILIP1	100
FIP1L1	100
FIS1	100
FITM1	100
FITM2	100
FIZ1	98.9557
FJX1	98.2344
FKBP10	100
FKBP11	100
FKBP14	100
FKBP15	100
FKBP1A	100
FKBP1B	100
FKBP1C	100
FKBP2	100
FKBP3	100
FKBP4	100
FKBP5	100
FKBP6	100
FKBP7	100
FKBP8	100
FKBP9	100
FKBPL	100
FKRP	100
FKTN	100
FLACC1	100
FLAD1	100
FLCN	100
FLG	99.116
FLG2	100
FLI1	100
FLII	100
FLNA	100
FLNB	100
FLNC	100
FLOT1	100
FLOT2	100
FLRT2	100
FLT1	100
FLT3	100
FLT3LG	100
FLT4	100
FLVCR1	100
FLVCR2	100
FLYWCH1	100
FLYWCH2	100
FMN1	99.9729
FMN2	99.4135
FMNL1	98.9232
FMNL2	100
FMNL3	100
FMO1	90
FMO2	100
FMO3	100
FMO4	100
FMOD	100
FMR1	100
FMR1NB	100
FN1	100
FN3K	100
FN3KRP	100
FNBP1	100
FNBP1L	100
FNBP4	100
FNDC1	99.8883
FNDC10	78.649
FNDC11	100
FNDC3A	100
FNDC3B	100
FNDC4	100
FNDC5	96.2918
FNDC7	100
FNDC8	100
FNIP1	100
FNIP2	100
FNTA	100
FOCAD	100
FOLH1	100
FOLH1B	100
FOLR1	100
FOLR2	100
FOLR3	100
FOS	100
FOSB	100
FOSL1	100
FOSL2	100
FOXA1	100
FOXA2	100
FOXA3	100
FOXB1	100
FOXB2	98.3834
FOXC1	96.6546
FOXC2	98.3931
FOXD1	71.3734
FOXD2	98.6559
FOXD3	96.5762
FOXD4	100
FOXD4L1	100
FOXD4L3	91.8182
FOXD4L4	99.3765
FOXD4L5	88.6651
FOXD4L6	68.3573
FOXE1	97.2549
FOXE3	91.5417
FOXF1	99.4689
FOXF2	97.0965
FOXG1	97.7415
FOXH1	100
FOXI1	100
FOXI2	100
FOXI3	81
FOXJ1	100
FOXJ2	100
FOXJ3	100
FOXK1	96.8016
FOXK2	98.0483
FOXL1	99.0174
FOXL2	92.1662
FOXL2NB	100
FOXL3	93.9437
FOXM1	100
FOXN1	100
FOXN2	100
FOXN3	100
FOXN4	100
FOXO1	96.6032
FOXO3	99.5075
FOXO3B	100
FOXO4	100
FOXO6	93.2739
FOXP1	100
FOXP2	100
FOXP3	100
FOXP4	100
FOXQ1	95.1403
FOXR1	100
FOXR2	100
FOXRED1	100
FOXRED2	100
FOXS1	100
FPGS	99.6909
FPGT	100
FPGT-TNNI3K	100
FPR1	100
FPR2	100
FPR3	100
FRA10AC1	100
FRAS1	100
FRAT1	97.4524
FRAT2	88.1482
FREM1	100
FREM2	100
FREM3	100
FRG1	100
FRG2	89.7873
FRG2B	87.0059
FRG2C	100
FRK	100
FRMD1	100
FRMD3	100
FRMD4A	99.9993
FRMD4B	100
FRMD5	100
FRMD6	100
FRMD7	100
FRMD8	100
FRMPD1	100
FRMPD2	98.1166
FRMPD3	100
FRMPD4	100
FRRS1	100
FRRS1L	98.1159
FRS2	100
FRS3	100
FRY	100
FRYL	100
FRZB	100
FSCB	100
FSCN1	100
FSCN2	100
FSCN3	100
FSD1	100
FSD1L	100
FSD2	100
FSHB	100
FSHR	100
FSIP1	100
FSIP2	100
FST	100
FSTL1	100
FSTL3	99.5926
FSTL4	100
FSTL5	100
FTCD	99.7308
FTCDNL1	100
FTH1	100
FTHL17	100
FTL	100
FTMT	100
FTO	100
FTSJ1	100
FTSJ3	100
FUBP1	100
FUBP3	100
FUCA1	100
FUCA2	100
FUNDC1	100
FUNDC2	100
FUOM	100
FURIN	100
FUS	100
FUT1	100
FUT10	100
FUT11	100
FUT2	100
FUT3	100
FUT4	99.6359
FUT5	100
FUT6	100
FUT7	100
FUT8	100
FUT9	100
FUZ	100
FXN	100
FXR1	100
FXR2	100
FXYD1	100
FXYD2	100
FXYD3	100
FXYD4	100
FXYD5	100
FXYD6-FXYD2	100
FXYD7	100
FYB1	100
FYB2	95.8333
FYCO1	100
FYN	100
FYTTD1	100
FZD1	100
FZD10	100
FZD2	99.9529
FZD3	100
FZD4	100
FZD5	100
FZD6	100
FZD7	100
FZD8	90.8489
FZD9	98.7725
FZR1	100
G0S2	100
G2E3	100
G3BP1	100
G3BP2	100
G6PC1	100
G6PC2	100
G6PC3	100
G6PD	100
GAA	100
GAB1	100
GAB2	100
GAB3	100
GAB4	100
GABARAP	100
GABARAPL1	100
GABARAPL2	100
GABBR1	100
GABBR2	99.2773
GABPA	100
GABPB1	100
GABPB2	100
GABRA1	100
GABRA2	100
GABRA3	100
GABRA4	100
GABRA5	100
GABRA6	100
GABRB1	90.7774
GABRB2	100
GABRB3	100
GABRD	95.5229
GABRE	100
GABRG1	100
GABRG2	100
GABRG3	100
GABRP	100
GABRQ	100
GABRR1	100
GABRR2	100
GABRR3	100
GAD1	100
GAD2	100
GADD45A	100
GADD45B	100
GADD45G	100
GADD45GIP1	100
GADL1	100
GAGE1	40
GAGE10	95
GAGE12B	45
GAGE12C	5
GAGE12D	14.7521
GAGE12E	1.15702
GAGE12F	0
GAGE12G	20
GAGE12H	0
GAGE12J	70.9311
GAGE13	53.3333
GAGE2A	47.8512
GAK	100
GAL	100
GAL3ST1	100
GAL3ST2	99.9635
GAL3ST3	99.978
GAL3ST4	100
GALC	100
GALE	100
GALK1	100
GALK2	100
GALM	100
GALNS	99.8256
GALNT1	100
GALNT10	100
GALNT11	100
GALNT12	98.4325
GALNT13	100
GALNT14	100
GALNT15	100
GALNT16	100
GALNT17	100
GALNT18	100
GALNT2	100
GALNT3	100
GALNT5	100
GALNT6	100
GALNT7	100
GALNT8	100
GALNT9	100
GALNTL5	100
GALNTL6	100
GALP	100
GALR1	75
GALR2	100
GALR3	99.7193
GALT	100
GAMT	100
GAN	100
GANAB	100
GANC	100
GAP43	100
GAPDH	100
GAPDHS	100
GAPT	100
GAPVD1	100
GAR1	100
GAREM1	100
GAREM2	99.4636
GARIN1A	100
GARIN1B	100
GARIN2	100
GARIN3	100
GARIN4	100
GARIN5A	100
GARIN5B	100
GARNL3	100
GARRE1	100
GARS1	100
GART	100
GAS1	96.7052
GAS2	100
GAS2L1	100
GAS2L2	100
GAS2L3	100
GAS6	96.8333
GAS7	100
GAS8	100
GASK1A	100
GASK1B	100
GAST	100
GATA1	100
GATA2	100
GATA3	100
GATA4	99.2857
GATA5	100
GATA6	99.3833
GATAD1	95.9839
GATAD2A	100
GATAD2B	100
GATB	100
GATC	100
GATD1	100
GATD3	61.7107
GATM	100
GBA	99.3997
GBA2	100
GBE1	100
GBF1	100
GBGT1	100
GBP1	100
GBP2	100
GBP3	100
GBP4	100
GBP5	100
GBP6	100
GBP7	100
GBX1	99.6159
GBX2	100
GC	100
GCA	100
GCAT	100
GCC1	100
GCC2	100
GCDH	100
GCFC2	100
GCG	100
GCGR	100
GCH1	100
GCHFR	100
GCK	100
GCKR	100
GCLC	100
GCLM	87.5
GCM1	100
GCM2	100
GCN1	100
GCNA	100
GCNT1	100
GCNT2	100
GCNT3	100
GCNT4	100
GCOM1	100
GCSAM	100
GCSAML	100
GCSH	99.4144
GDA	100
GDAP1	100
GDAP1L1	100
GDAP2	100
GDE1	100
GDF10	100
GDF11	97.9026
GDF15	100
GDF2	100
GDF3	100
GDF5	100
GDF6	99.8545
GDF7	84.3223
GDF9	100
GDI1	100
GDI2	100
GDNF	100
GDPD1	100
GDPD2	100
GDPD3	100
GDPD4	100
GDPD5	100
GDPGP1	100
GEM	100
GEMIN2	100
GEMIN4	100
GEMIN5	100
GEMIN6	100
GEMIN7	100
GEMIN8	100
GEN1	100
GET1	100
GET1-SH3BGR	100
GET3	100
GET4	99.828
GFAP	100
GFER	98.9406
GFI1	100
GFI1B	100
GFM1	100
GFM2	96.5217
GFOD1	100
GFOD2	100
GFPT1	100
GFPT2	100
GFRA1	100
GFRA2	100
GFRA3	100
GFRA4	99.7981
GFRAL	100
GFUS	100
GFY	100
GGA1	100
GGA2	100
GGA3	100
GGACT	100
GGCT	100
GGCX	100
GGH	100
GGN	100
GGNBP2	100
GGPS1	100
GGT1	97.1186
GGT5	100
GGT6	100
GGT7	100
GGTLC1	100
GGTLC2	80
GGTLC3	47.4122
GH1	100
GH2	100
GHDC	100
GHITM	100
GHR	100
GHRH	100
GHRHR	100
GHRL	100
GHSR	100
GID4	99.8973
GID8	100
GIGYF1	100
GIGYF2	100
GIMAP1	100
GIMAP1-GIMAP5	100
GIMAP2	100
GIMAP4	100
GIMAP6	100
GIMAP7	100
GIMAP8	100
GIMD1	100
GIN1	100
GINM1	100
GINS1	100
GINS2	100
GINS3	100
GINS4	100
GIP	100
GIPC1	100
GIPC2	100
GIPC3	99.9897
GIPR	100
GIT1	100
GIT2	100
GJA1	100
GJA10	100
GJA3	100
GJA4	100
GJA5	100
GJA8	100
GJA9	100
GJB1	100
GJB2	100
GJB3	100
GJB4	100
GJB5	100
GJB6	100
GJB7	100
GJC1	100
GJC2	92.7273
GJC3	100
GJD2	100
GJD3	93.7627
GJD4	100
GK	100
GK2	100
GK5	100
GKAP1	100
GKN1	100
GKN2	100
GLB1	100
GLB1L	100
GLB1L2	100
GLB1L3	100
GLCCI1	97.9759
GLCE	100
GLDC	99.8745
GLDN	100
GLE1	100
GLG1	100
GLI1	100
GLI2	99.9539
GLI3	100
GLI4	99.7247
GLIPR1	100
GLIPR1L2	100
GLIPR2	100
GLIS1	99.9368
GLIS2	100
GLIS3	100
GLMN	100
GLMP	100
GLO1	100
GLOD4	100
GLOD5	100
GLP1R	100
GLP2R	100
GLRA1	100
GLRA2	100
GLRA3	100
GLRB	100
GLRX	100
GLRX2	100
GLRX3	100
GLRX5	98.7797
GLS	99.8766
GLS2	100
GLT1D1	99.3723
GLT6D1	100
GLT8D1	100
GLT8D2	100
GLTP	100
GLTPD2	100
GLUD1	100
GLUD2	99.8927
GLUL	100
GLYAT	100
GLYATL1	100
GLYATL1B	100
GLYATL2	100
GLYATL3	100
GLYCTK	100
GLYR1	100
GM2A	100
GMCL1	100
GMDS	100
GMEB1	100
GMEB2	100
GMFB	100
GMFG	100
GMIP	100
GML	100
GMNC	100
GMNN	100
GMPPA	100
GMPPB	100
GMPR	100
GMPR2	100
GMPS	100
GNA11	100
GNA12	93.9644
GNA13	100
GNA14	100
GNA15	100
GNAI1	100
GNAI2	100
GNAI3	100
GNAL	100
GNAO1	100
GNAQ	100
GNAS	100
GNAT1	100
GNAT2	100
GNAT3	100
GNB1	99.1238
GNB1L	100
GNB2	100
GNB3	100
GNB4	100
GNB5	100
GNE	100
GNG11	100
GNG12	100
GNG13	100
GNG14	100
GNG2	100
GNG4	100
GNG5	100
GNG7	100
GNG8	100
GNGT1	100
GNGT2	100
GNL1	100
GNL2	100
GNL3	100
GNL3L	100
GNLY	100
GNPAT	100
GNPDA1	100
GNPDA2	100
GNPNAT1	100
GNPTAB	100
GNPTG	100
GNRH1	100
GNRH2	100
GNRHR	100
GNS	100
GOLGA1	100
GOLGA2	100
GOLGA3	100
GOLGA4	100
GOLGA5	100
GOLGA6A	50.2146
GOLGA6B	50.8748
GOLGA6C	72.2555
GOLGA6D	59.2141
GOLGA6L1	17.9305
GOLGA6L10	91.1111
GOLGA6L2	98.0732
GOLGA6L22	89.6482
GOLGA6L4	33.4675
GOLGA6L6	81.239
GOLGA6L7	98.9257
GOLGA6L9	91.3788
GOLGA7	100
GOLGA7B	100
GOLGA8A	40.4807
GOLGA8B	27.0466
GOLGA8F	22.9211
GOLGA8G	34.3194
GOLGA8H	96.7625
GOLGA8J	66.1478
GOLGA8K	89.2066
GOLGA8M	94.2311
GOLGA8N	41.6696
GOLGA8O	44.1369
GOLGA8Q	84.5698
GOLGA8R	39.8471
GOLGA8S	91.2138
GOLGA8T	67.1403
GOLGB1	100
GOLIM4	100
GOLM1	100
GOLM2	100
GOLPH3	99.1556
GOLPH3L	100
GOLT1A	100
GOLT1B	100
GON4L	97.9496
GON7	100
GOPC	100
GORAB	100
GORASP1	100
GORASP2	100
GOSR1	100
GOSR2	100
GOT1	100
GOT1L1	100
GOT2	100
GP1BA	99.8775
GP1BB	99.4599
GP2	100
GP5	100
GP6	99.5111
GP9	100
GPA33	100
GPAA1	100
